Num,ID,Created_at,Fav,retweets,text,media1,media2,media3,media4,compund,neg,neu,pos
327,961806937858899968,2018-02-09 3:40:18,0,119,RT @celtics_stats: Kyrie Irving has now scored 25 points in 6 of his last 8 games,N/A,N/A,N/A,N/A,0,0,1,0
328,961806076109828097,2018-02-09 3:36:52,936,210,OVERTIME ? https://t.co/ZBba2rvO9L,http://pbs.twimg.com/media/DVkFgOCUQAEcnKE.jpg,N/A,N/A,N/A,0,0,1,0
329,961804966154432512,2018-02-09 3:32:28,1203,240,TIE GAME!,N/A,N/A,N/A,N/A,0,0,1,0
330,961804347452547072,2018-02-09 3:30:00,551,137,Kyrie Irving keeps it close! https://t.co/wKNwdL4qQL,https://video.twimg.com/amplify_video/961804143407984641/vid/1280x720/fLW3h9a4bqXWqGvI.mp4,N/A,N/A,N/A,0,0,1,0
331,961802873926332416,2018-02-09 3:24:09,716,158,JAYLEN BROWN ? https://t.co/iejOjHNVAA,https://video.twimg.com/amplify_video/961802567637323777/vid/1280x720/W2s_uVWQALxzdA7A.mp4,N/A,N/A,N/A,0,0,1,0
332,961800533076946945,2018-02-09 3:14:51,580,140,? MOOK ? https://t.co/Y5PO8DerLy,https://video.twimg.com/amplify_video/961800304151871488/vid/1280x720/GqXdXDo9XWs2ttNC.mp4,N/A,N/A,N/A,0,0,1,0
333,961799236915515392,2018-02-09 3:09:42,0,83,"RT @celtics_stats: Marcus Morris has set a new career high of 11 consecutive games with 10 or more points (10, 4/8/16 - 11/9/16)",N/A,N/A,N/A,N/A,0,0,1,0
334,961795405733384192,2018-02-09 2:54:28,370,85,"#Celtics lead after 3, 75-70.

4 Celtics are already in double digits (Irving-15, Horford-12, Brown-11, Rozier-10).",N/A,N/A,N/A,N/A,0,0,1,0
335,961792787820630017,2018-02-09 2:44:04,2710,752,.@NBAAllStar you guys sure you don't want this in the dunk contest? https://t.co/SRPhol9SNi,https://video.twimg.com/amplify_video/961792208067153920/vid/1280x720/fmIJayD-pXoMXG8Y.mp4,N/A,N/A,N/A,0.2681,0.084,0.757,0.158
336,961792499135033344,2018-02-09 2:42:55,747,145,HORFORD THROWS IT DOWN ?? https://t.co/NS4u2X2GFC,https://video.twimg.com/amplify_video/961792199326253056/vid/1280x720/wN10zFnbtF7gvw-y.mp4,N/A,N/A,N/A,0,0,1,0
337,961785610477473792,2018-02-09 2:15:33,495,94,"HALFTIME: C?s down by 2, 51-49.

Rozier and Brown lead the C?s offensively with 10 and 9 points, respectively. https://t.co/zdNKMNQlzr",http://pbs.twimg.com/media/DVjy55CUQAAv2c2.jpg,N/A,N/A,N/A,-0.34,0.16399999999999998,0.733,0.10300000000000001
338,961784730428387329,2018-02-09 2:12:03,822,170,"Morris ? Morris

(our) Morris wins ? https://t.co/GNZHgMkeh2",https://video.twimg.com/amplify_video/961784307818745856/vid/1280x720/w478wfMBQ0-lj6nG.mp4,N/A,N/A,N/A,0.5719,0,0.575,0.425
339,961780664268828672,2018-02-09 1:55:54,1425,369,.@M10OSE's first bucket as a Celtic ?? https://t.co/Z3RCcautWD,https://video.twimg.com/amplify_video/961780146540748800/vid/1280x720/SkZh8GFqvl9_Fi9l.mp4,N/A,N/A,N/A,0,0,1,0
340,961777565122945025,2018-02-09 1:43:35,194,54,"END OF Q1: #Celtics trail by 1, 27-26.",N/A,N/A,N/A,N/A,0,0,1,0
341,961776470644310017,2018-02-09 1:39:14,1269,347,TERRY ? https://t.co/F7RbscqhRK,https://video.twimg.com/amplify_video/961776107044331525/vid/1280x720/m1sp8HpCV4MENMa1.mp4,N/A,N/A,N/A,0,0,1,0
342,961775317688860672,2018-02-09 1:34:39,1139,330,AGAIN ?? https://t.co/GaorRyEYrd,https://video.twimg.com/amplify_video/961774917812305920/vid/1280x720/TbE0rC-L6_YJUsr5.mp4,N/A,N/A,N/A,0,0,1,0
343,961774427405864962,2018-02-09 1:31:07,2821,862,Kyrie being Kyrie ?\_(?)_/? https://t.co/nmJBBQbRrf,https://video.twimg.com/amplify_video/961774131787083776/vid/1280x720/l5XjGpDFod5O6rXW.mp4,N/A,N/A,N/A,0,0,1,0
344,961773290606882816,2018-02-09 1:26:36,591,136,#1 defense in action ? https://t.co/DiRvvK01Wp,https://video.twimg.com/amplify_video/961773090953838593/vid/1280x720/0swrTlU0alUvsVJR.mp4,N/A,N/A,N/A,0.128,0,0.727,0.273
345,961771486636736512,2018-02-09 1:19:25,610,125,That was quick https://t.co/4n4DCqLl3b,https://video.twimg.com/amplify_video/961771334203097088/vid/1280x720/pQ8-z6Dsu5RVgaoD.mp4,N/A,N/A,N/A,0,0,1,0
346,961769812883058688,2018-02-09 1:12:46,502,112,It's go time in DC https://t.co/3Maw09aw4Z,N/A,N/A,N/A,N/A,0,0,1,0
347,961766264963149824,2018-02-09 0:58:40,537,135,"Our newest addition, @M10OSE explains his decision to join the Celtics and how he believes he will complement his new teammates. https://t.co/PTKw057xS1",https://video.twimg.com/amplify_video/961764613514670080/vid/1280x720/zGduDcp_N12WB0WV.mp4,N/A,N/A,N/A,0.29600000000000004,0,0.905,0.095
348,961764596762775552,2018-02-09 0:52:03,0,406,RT @NBA: Newest @celtics addition @M10OSE gets loose in DC! https://t.co/LeoCt0GBpg,https://video.twimg.com/ext_tw_video/961748845741867009/pu/vid/720x720/FCx50gRCAt-O63vc.mp4,N/A,N/A,N/A,-0.3802,0.20600000000000002,0.794,0
349,961762260183060482,2018-02-09 0:42:46,0,120,"RT @nbastats: The @celtics lead the NBA in Defensive Rating (100.1), anchored by their #1 shooting def. (48.5 eFG% against) and #2 3-Point“",http://pbs.twimg.com/media/DVja1YvX0AAHeFB.jpg,http://pbs.twimg.com/media/DVja1WGWkAAmaSI.jpg,N/A,N/A,0.0258,0,0.9520000000000001,0.048
350,961760430279544832,2018-02-09 0:35:29,323,49,"Greg Monroe is active tonight in Washington, but Brad Stevens explains why he?s unsure if the newly signed big man will play: https://t.co/zAbxUsiPUP",N/A,N/A,N/A,N/A,0.3506,0.091,0.7290000000000001,0.18
351,961751588472844288,2018-02-09 0:00:21,901,153,"In 34 words or less tweet us your #ThankYouPaul message.

Make sure to include #ThankYouPaul to be entered to win 1 of 11 commemorative Paul Pierce hats. Official rules: https://t.co/Jd2ka0KkiS https://t.co/ZrZtrE6a9T",http://pbs.twimg.com/media/DVjT-LVU0AA45Sl.jpg,N/A,N/A,N/A,0.7269,0,0.821,0.179
352,961746147659468800,2018-02-08 23:38:44,800,121,"Stevens on the C?s standing pat at the trade deadline: ?I didn?t think we were going to do much. We?ve got a good group. We have to get better, and we need to do that internally.?",N/A,N/A,N/A,N/A,0.7003,0,0.851,0.149
353,961744936193478661,2018-02-08 23:33:55,968,143,Brad Stevens on Greg Monroe: ?We?re excited to have Greg. I think he complements who we have well.? Stevens adds that Monroe is available tonight but is not sure if he will play.,N/A,N/A,N/A,N/A,0.3307,0.067,0.8,0.132
354,961726628182228994,2018-02-08 22:21:10,242,41,"Going into tonight, how do the C's and Washington matchup from three? 

? tonight's Gameday Analytics presented by @generalelectric. https://t.co/T0hda4Fh1v",https://video.twimg.com/ext_tw_video/961726599040151552/pu/vid/1280x720/2FmyS3vsgfVis1Wd.mp4,N/A,N/A,N/A,0,0,1,0
355,961718944255086592,2018-02-08 21:50:38,1440,339,??BEWARE OF @M10OSE?? https://t.co/Tz49XtIkI1,https://video.twimg.com/amplify_video/961718031415066624/vid/1280x720/fiVjPpOiDOKCQrRO.mp4,N/A,N/A,N/A,0,0,1,0
356,961704704991465472,2018-02-08 20:54:03,12004,3080,"Welcome to Boston, @M10OSE ?? https://t.co/mMQYerAp3x",http://pbs.twimg.com/media/DVipVKdWkAA4aWx.jpg,N/A,N/A,N/A,0.4588,0,0.625,0.375
357,961700118708871169,2018-02-08 20:35:50,8607,2247,"It?s official! We have signed veteran center Greg Monroe.

?: https://t.co/j4fB2Uyjsj https://t.co/vTTWFYAYuq",http://pbs.twimg.com/media/DVilKAJVAAA55gZ.jpg,N/A,N/A,N/A,0,0,1,0
358,961676084910743552,2018-02-08 19:00:20,551,132,Counting down @paulpierce34's top performances https://t.co/9qISG2PsEk,N/A,N/A,N/A,N/A,0.2023,0,0.735,0.265
359,961672304290861058,2018-02-08 18:45:19,435,72,The Celtics give their take on having the trade deadline before the All-Star break. https://t.co/xQmTADWNov,https://video.twimg.com/amplify_video/961671335335383040/vid/1280x720/I3Ai19ArZUvQIhR2.mp4,N/A,N/A,N/A,0,0,1,0
360,961653378911793153,2018-02-08 17:30:06,685,143,"#TBT Day 1?? as a Celtic.

Be at TD Garden on Feb. 11 when we retire #34 to the rafters. Enter the Always a Celtic Sweepstakes presented by @TDBank_US win 2 courtside tickets ? https://t.co/kSEod0iXBL https://t.co/xI0HhPUCgA",http://pbs.twimg.com/media/DVh6pn-VwAAATWN.jpg,N/A,N/A,N/A,0.5859,0,0.8909999999999999,0.109
361,961644699630161920,2018-02-08 16:55:37,1858,488,"Your 2008 @nba Finals MVP, The Truth... Pauuuuul Pierce https://t.co/WCHmToKABA",https://video.twimg.com/amplify_video/961622219507097600/vid/1280x720/6co_6hdXvF2YbZQ8.mp4,N/A,N/A,N/A,0,0,1,0
362,961638925893808130,2018-02-08 16:32:40,554,85,Kyrie compares the Wizards? recent success w/out John Wall to the Celtics? success w/out Hayward: ?When (Wall) goes down you have to plug other guys in. And they?re doing a great job of taking advantage of that opportunity.? https://t.co/hDlMsiFmOX,http://pbs.twimg.com/media/DVhtgIwXUAEFTMj.jpg,N/A,N/A,N/A,0.9259999999999999,0,0.716,0.284
363,961636771049197569,2018-02-08 16:24:07,549,63,"Stevens says having the trade deadline before All-Star break is ?way better from my standpoint. If somebody gets traded now, you have time to think during the All-Star break about how you?re going to incorporate and work together (if a team makes a trade).?",N/A,N/A,N/A,N/A,0.4404,0,0.934,0.066
364,961635696724332544,2018-02-08 16:19:51,245,38,"?We try to stay in the moment,? says Brad Stevens. ?If we stay in the moment it?s easier to ignore the noise of a long, long season and the fatigue you get mentally from that.? https://t.co/pxEHfRxH5x",http://pbs.twimg.com/media/DVhqkLoWAAAW0V6.jpg,N/A,N/A,N/A,-0.1779,0.115,0.8140000000000001,0.071
365,961633670552539138,2018-02-08 16:11:48,367,51,Brad Stevens says Aron Baynes is feeling fine after taking a hit to the head during the Toronto game. He will play tonight vs Washington. #NEBHInjuryReport,N/A,N/A,N/A,N/A,0.5719,0,0.794,0.20600000000000002
366,961619305917009920,2018-02-08 15:14:43,0,1926,"RT @SLAMonline: We went up to Boston to crack jokes with the @Celtics and find out who's the best (and worst) dressed, funniest and more ??“",https://video.twimg.com/amplify_video/961359539684761603/vid/1280x720/m0qzBJa91a0p2NHH.mp4,N/A,N/A,N/A,0.8689,0,0.701,0.299
367,961593477925625856,2018-02-08 13:32:05,2253,465,"TONIGHT #Celtics vs @WashWizards 
?@CapitalOneArena 
? 8:00 p.m.
? https://t.co/B1lvM9HPcY
? @NBAonTNT 
? @985TheSportsHub https://t.co/kLsd6KBo2A",http://pbs.twimg.com/media/DVhEKt5VQAAJQln.jpg,N/A,N/A,N/A,0,0,1,0
368,961355510707519494,2018-02-07 21:46:29,205,35,"What's it like to travel on the #Celtics team plane to an away game? Now's your chance to find out! 

Enter the Charmed by Travel Sweepstakes presented by @alexandani to travel with the C's to Portland this March ?? https://t.co/3FxbcvTgUz https://t.co/9OSM4yYO88",http://pbs.twimg.com/media/DVdrvaPX0AEWSWm.jpg,N/A,N/A,N/A,0.7777,0,0.83,0.17
369,961329042917089282,2018-02-07 20:01:19,757,177,"?October 29, 2005?

The day @paulpierce34 was recognized by the @Hoophall only 6 years into his @NBA career. https://t.co/9rlf6RSqHO",https://video.twimg.com/amplify_video/961319948843921411/vid/1280x720/EM-QbYN8C5Sah9l_.mp4,N/A,N/A,N/A,0,0,1,0
370,961325369155571715,2018-02-07 19:46:43,0,210,RT @SLAMonline: Terry Rozier has been balling in a collection of fire kicks this season. We talked to him about why he has the best style o“,http://pbs.twimg.com/media/DVcmsZ-W4AACu79.jpg,http://pbs.twimg.com/media/DVcmt-2XcAEk4D1.jpg,http://pbs.twimg.com/media/DVcmvkKWkAIhSdc.jpg,http://pbs.twimg.com/media/DVcoPg3XUAAoQiC.jpg,0.4215,0.078,0.784,0.13699999999999998
371,961260781848346624,2018-02-07 15:30:04,1498,254,King of the 3?? https://t.co/pQJp9TrpC2,https://video.twimg.com/amplify_video/961252852227280896/vid/1280x720/vJu8WYDV4T_8eiHu.mp4,N/A,N/A,N/A,0,0,1,0
372,961239664505049088,2018-02-07 14:06:09,0,171,"RT @celtics: You think winning a championship was easy? 

#ThankYouPaul https://t.co/kPopAenGTS",https://video.twimg.com/amplify_video/961002673490317312/vid/1280x720/0eN7rQ_O_nIvLzs1.mp4,N/A,N/A,N/A,0.8481,0,0.43200000000000005,0.568
373,961149626656190464,2018-02-07 8:08:22,194,36,"Brad Stevens could tell from the get-go that Boston didn?t have its typical mojo Tues. night, and he knew that just wouldn?t fly vs. a team like Toronto: https://t.co/RB23Jn4IPH",N/A,N/A,N/A,N/A,0.3612,0,0.915,0.085
374,961133862347780096,2018-02-07 7:05:44,353,62,"Brad Stevens warned before tip-off of Toronto?s impressive bench, and his warning proved to be accurate once the ball went up. https://t.co/mPl7I9VL0D",https://video.twimg.com/ext_tw_video/961133742004858880/pu/vid/1280x720/HI2-lLXxWbL-cK6T.mp4,N/A,N/A,N/A,-0.0516,0.168,0.7090000000000001,0.12300000000000001
375,961083537339375616,2018-02-07 3:45:46,167,30,"It was a tough night in Toronto, as the Raptors ran away early and we never were never able to make it a game after that https://t.co/J0rgLaxoGp",N/A,N/A,N/A,N/A,-0.128,0.059000000000000004,0.941,0
376,961075943149256705,2018-02-07 3:15:35,927,167,"?It?s onto the next one,? says Kyrie. ?That?s the attitude that you have to have.? https://t.co/YlF01WkxwQ",http://pbs.twimg.com/media/DVZteAWVAAA9Fg7.jpg,N/A,N/A,N/A,0,0,1,0
377,961075177588121600,2018-02-07 3:12:32,1796,254,Kyrie Irving: ?I didn?t feel as good as I wanted to. Being out for a week in any profession is tough. You have to get your legs back and your timing back. Hopefully next game will be better.?,N/A,N/A,N/A,N/A,0.6249,0.037000000000000005,0.823,0.14
378,961071160514396160,2018-02-07 2:56:35,348,58,"?We?ve been unbelievable at coming back,? says Stevens, ?but this looked different and felt different than those comebacks.?",N/A,N/A,N/A,N/A,0.2023,0,0.904,0.096
379,961070201939771392,2018-02-07 2:52:46,589,94,Brad Stevens says he could tell the team didn?t have it within the first six minutes of the game: ?We looked slow and we didn?t react to their speed and physicality.?,N/A,N/A,N/A,N/A,0,0,1,0
380,961067941356851200,2018-02-07 2:43:47,709,200,#Celtics fall in Toronto 111-91 https://t.co/60dh56jydJ,http://pbs.twimg.com/media/DVZmMIwV4AANBbW.jpg,N/A,N/A,N/A,0,0,1,0
381,961060399679442944,2018-02-07 2:13:49,261,54,#Celtics trail 83-60 heading into the final frame.,N/A,N/A,N/A,N/A,0,0,1,0
382,961058680006307840,2018-02-07 2:06:59,251,43,#NEBHInjuryReport: Aron Baynes has passed the protocol for a concussion and can return to tonight's game in Toronto.,N/A,N/A,N/A,N/A,0,0,1,0
383,961050452543590400,2018-02-07 1:34:17,357,90,"#Celtics trail at the half 58-37.

Terry Rozier, 11 points, and Kyrie Irving, 10 points, lead the C?s. https://t.co/aawN4v1Tqi",http://pbs.twimg.com/media/DVZWQUoVMAUoOPe.jpg,N/A,N/A,N/A,0,0,1,0
384,961048396030033920,2018-02-07 1:26:07,387,88,Steal &amp; Slam https://t.co/ExGSRYGmAv,https://video.twimg.com/amplify_video/961048158569619456/vid/1280x720/1mj3qRaNQ3aci3L6.mp4,N/A,N/A,N/A,-0.7003,0.7440000000000001,0.256,0
385,961045316106518529,2018-02-07 1:13:53,437,82,THEIS SLAMS IT DOWN https://t.co/Ns6VGQ4XNl,https://video.twimg.com/amplify_video/961045085252067328/vid/1280x720/B4EA0K-XxKexTnvo.mp4,N/A,N/A,N/A,0,0,1,0
386,961042881028022273,2018-02-07 1:04:12,728,136,.@FCHWPO does it all ?? https://t.co/sybji6A9ex,https://video.twimg.com/amplify_video/961042559995957248/vid/1280x720/jhJPYmGn7Gv1gdYC.mp4,N/A,N/A,N/A,0,0,1,0
387,961041689216462848,2018-02-07 0:59:28,1185,250,??? https://t.co/J81W59YVia,https://video.twimg.com/amplify_video/961041224290455552/vid/1280x720/WUoZCaPTZPvm_C0z.mp4,N/A,N/A,N/A,0,0,1,0
388,961036010170781703,2018-02-07 0:36:54,599,136,It's a big one north of the border tonight and look who's back in the lineup ? https://t.co/VqKOlbxjqU,N/A,N/A,N/A,N/A,0,0,1,0
389,961033364038758400,2018-02-07 0:26:23,244,46,"Ahead of tonight?s showdown, @fchwpo explains the difficulties of defending DeMar DeRozan and the significance of his team?s recent stretch. https://t.co/IdyQMRYuzQ",https://video.twimg.com/amplify_video/961032252166627328/vid/1280x720/bhHHqMsC-t9A0-Lo.mp4,N/A,N/A,N/A,-0.0258,0.094,0.815,0.09
390,961029718542831618,2018-02-07 0:11:54,248,48,"The returns of 2 Celtics couldn?t come at a better time, as Boston sets to face one of the deepest teams in the NBA in the  Raptors. https://t.co/tR9hk0NOZF",N/A,N/A,N/A,N/A,0.4404,0,0.8959999999999999,0.10400000000000001
391,961013554127126528,2018-02-06 23:07:40,734,94,"Brad Stevens jokes that he may need to find out from the media if any deadline moves are made today, because sometimes his phone works in Toronto, and sometimes it doesn?t.",N/A,N/A,N/A,N/A,0.25,0,0.938,0.062
392,961012161370705920,2018-02-06 23:02:08,1068,213,"#NEBHInjuryReport: Kyrie Irving and Marcus Morris are expected to play tonight against Toronto, according to Brad Stevens.",N/A,N/A,N/A,N/A,0.34,0,0.87,0.13
393,961011626382995456,2018-02-06 23:00:01,848,171,"You think winning a championship was easy? 

#ThankYouPaul https://t.co/kPopAenGTS",https://video.twimg.com/amplify_video/961002673490317312/vid/1280x720/0eN7rQ_O_nIvLzs1.mp4,N/A,N/A,N/A,0.8481,0,0.35200000000000004,0.648
394,961000590510870528,2018-02-06 22:16:09,169,40,"How does shooting off screens impact the #Celtics offensively and defensively?

Watch tonight's Gameday Analytics presented by @generalelectric to find out. https://t.co/rFNoAnhReK",https://video.twimg.com/ext_tw_video/961000565680599040/pu/vid/1280x720/48p-1IAKwQfmgggc.mp4,N/A,N/A,N/A,-0.6597,0.213,0.787,0
395,960987855345668097,2018-02-06 21:25:33,0,207,RT @NBCSCeltics: A side of Brad Stevens you don't normally get to see ? https://t.co/2antHtQ4l1,https://video.twimg.com/amplify_video/960986700695719936/vid/1280x720/TRI11cEynmHgnQ1y.mp4,N/A,N/A,N/A,0,0,1,0
396,960977669470015490,2018-02-06 20:45:05,324,73,"Rookie @AbdelNader2 has stepped up this past week, impressing his coaches and teammates with his play. https://t.co/6wyUWaLAGu",N/A,N/A,N/A,N/A,0.7096,0,0.718,0.282
397,960970110021255168,2018-02-06 20:15:02,337,59,"This year?s group is a different animal on the defensive end, something that will help them tonight when they take on the Raptors. https://t.co/Hj1D0pNXOX",https://video.twimg.com/amplify_video/960967100692082689/vid/1280x720/a7yafvqhP9UaVNFi.mp4,N/A,N/A,N/A,0.4215,0,0.847,0.153
398,960961315039858688,2018-02-06 19:40:05,891,236,"TONIGHT #Celtics vs @Raptors 
?@AirCanadaCentre  
? 7:30 p.m.
? https://t.co/B1lvM9HPcY 
? @NBCSBoston  
? @wzlx https://t.co/qurfURE7Lk",http://pbs.twimg.com/media/DVYFOJAWsAU1Dbo.jpg,N/A,N/A,N/A,0,0,1,0
399,960952924137574401,2018-02-06 19:06:45,771,182,"Do you remember the back-to-back 3's that locked up the lead in Game 1 of the 2008 Finals?

Take a look at The Truth's standout performance in The Breakdown presented by @generalelectric. https://t.co/Fc0QBEfTqx",https://video.twimg.com/ext_tw_video/960952838217191424/pu/vid/1280x720/RZxeuzN5HmCY5-1k.mp4,N/A,N/A,N/A,0,0,1,0
400,960946216145248256,2018-02-06 18:40:06,116,17,Follow the us while we're on the road. Check out the behind-the-scenes @SamsoniteUSA Road Lens gallery ?? https://t.co/5K6hqlqZcD https://t.co/3RURQwg5Ak,http://pbs.twimg.com/media/DVX3fWIU8AE1KpW.jpg,N/A,N/A,N/A,0,0,1,0
401,960939424329715714,2018-02-06 18:13:06,465,96,"When things didn't go his way, he worked harder. https://t.co/xgi8gZVqO5",https://video.twimg.com/amplify_video/960930618199560192/vid/1280x720/u5_UCH74033-9bSE.mp4,N/A,N/A,N/A,0,0,1,0
402,960914887382777856,2018-02-06 16:35:36,1975,308,"Kyrie is impressed w/ the way the rookies have performed in his absence: ?They?ve come so far in a week. They see how hard it is to mentally &amp; physically prepare every single game, and they?re doing a great job of figuring it out.? https://t.co/wYkNjatS0p",http://pbs.twimg.com/media/DVXa_V0VoAAMRdT.jpg,N/A,N/A,N/A,0.7783,0.028999999999999998,0.823,0.14800000000000002
